counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,,,BHL,0.0,12.95,12.95,12.95,0.0,0.16,1.24,3.23,30.92,1.74,10874.77,351.76,839750705.0,2019-08-28,15:02:37
2.0,,,FMBCH,0.0,80.0,80.0,80.0,0.0,0.0,0.0,6.13,16.31,3.39,196660.0,12053.97,2458250000.0,2019-08-28,15:02:37
3.0,10.0,10.0,ICON,8.5,10.0,10.0,10.0,50000.0,0.0,0.0,1.86,53.8,0.99,66800.0,1241.63,6680000000.0,2019-08-28,15:02:37
4.0,,,ILLOVO,178.5,210.0,210.0,210.0,0.0,0.0,0.0,10.98,9.11,2.46,149823.32,16449.0,713444391.0,2019-08-28,15:02:37
5.0,,,MPICO,0.0,19.5,19.5,19.5,0.0,0.23,1.18,11.32,8.84,1.32,44811.93,5071.83,2298047460.0,2019-08-28,15:02:37
6.0,370.05,370.05,NBM,370.05,0.0,370.03,370.05,6824.0,16.06,4.34,9.19,10.88,1.96,172788.09,15881.0,466931738.0,2019-08-28,15:02:37
7.0,,,NBS,11.0,0.0,10.5,10.5,0.0,0.0,0.0,5.56,17.99,2.65,30561.02,1699.14,2910573356.0,2019-08-28,15:02:37
8.0,,,NICO,41.5,48.5,48.5,48.5,0.0,1.7,3.51,12.87,7.77,1.96,50587.49,6510.0,1043041096.0,2019-08-28,15:02:37
9.0,,,NITL,70.0,75.0,75.01,75.01,0.0,1.0,1.33,14.04,7.12,1.02,10126.35,1422.11,135000000.0,2019-08-28,15:02:37
10.0,,,OMU,0.0,2500.0,2500.0,2500.0,0.0,104.95,4.2,14.87,6.73,3.15,27998.19,4162.56,11199275.0,2019-08-28,15:02:37
11.0,,,PCL,,,1400.0,1400.0,0.0,26.0,1.86,10.91,9.16,1.12,168358.15,18373.0,120255820.0,2019-08-28,15:02:37
12.0,,,STANDARD,630.01,0.0,630.01,630.01,0.0,24.29,3.86,7.16,13.97,1.91,147843.29,10582.0,234668162.0,2019-08-28,15:02:37
13.0,,,SUNBIRD,118.0,138.0,138.0,138.0,0.0,1.0,0.72,7.1,14.09,1.72,36098.4,2561.57,261582580.0,2019-08-28,15:02:37
14.0,,,TNM,26.01,27.0,27.0,27.0,0.0,0.75,2.78,6.15,16.27,7.07,271092.15,16666.0,10040450000.0,2019-08-28,15:02:37
