counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,99.93,99.92,AIRTEL,0.0,99.93,99.95,99.92,10300.0,2.5,2.5,3.36,29.77,29.07,1099120.0,36925.31,11000000000.0,2023-10-12,14:37:49
2.0,10.06,10.06,BHL,0.0,0.0,10.06,10.06,1879960.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-10-12,14:37:49
3.0,67.42,66.99,FDHB,0.0,67.0,67.42,67.27,26646.0,2.19,3.26,4.94,20.24,11.09,464232.37,22931.78,6901031250.0,2023-10-12,14:37:49
4.0,330.0,330.0,FMBCH,330.0,0.0,330.0,330.0,21546.0,5.03,1.52,4.63,21.59,6.18,811222.5,37581.97,2458250000.0,2023-10-12,14:37:49
5.0,18.0,18.0,ICON,0.0,18.0,18.0,18.0,15200.0,0.25,1.39,13.89,7.2,1.17,120240.0,16706.11,6680000000.0,2023-10-12,14:37:49
6.0,1121.43,1121.43,ILLOVO,1000.0,1121.43,1121.43,1121.43,2031.0,21.0,1.87,3.33,30.04,7.93,800077.94,26630.0,713444391.0,2023-10-12,14:37:49
7.0,15.0,15.0,MPICO,15.0,0.0,15.0,15.0,9755.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-10-12,14:37:49
8.0,2101.16,2101.16,NBM,2101.12,2101.16,2101.16,2101.16,273.0,70.67,3.36,4.84,20.67,5.7,981098.29,47474.0,466931738.0,2023-10-12,14:37:49
9.0,107.99,107.98,NBS,0.0,107.98,107.99,107.98,82508.0,3.3,3.06,6.02,16.62,8.47,314283.71,18905.0,2910573356.0,2023-10-12,14:37:49
10.0,157.99,157.99,NICO,0.0,157.99,158.0,157.99,6870.0,6.0,3.8,12.09,8.27,2.52,164790.06,19925.0,1043041096.0,2023-10-12,14:37:49
11.0,402.0,402.0,NITL,0.0,402.0,402.0,402.0,2000.0,3.15,0.78,12.89,7.76,2.26,54270.0,6993.54,135000000.0,2023-10-12,14:37:49
12.0,,,OMU,,,1050.0,1050.0,0.0,43.73,4.16,8.4,11.91,1.3,14171.53,1190.04,13496693.0,2023-10-12,14:37:49
13.0,,,PCL,2200.0,2500.0,2500.0,2500.0,0.0,36.0,1.44,4.53,22.07,1.41,300639.55,13624.0,120255820.0,2023-10-12,14:37:49
14.0,,,STANDARD,3000.02,0.0,3000.02,3000.02,0.0,85.23,2.84,5.57,17.96,4.76,704009.18,39202.0,234668162.0,2023-10-12,14:37:49
15.0,191.05,191.05,SUNBIRD,191.05,0.0,191.03,191.05,700.0,2.0,1.05,6.1,16.38,1.63,49975.35,3050.5,261582580.0,2023-10-12,14:37:49
16.0,29.8,29.8,TNM,25.5,29.8,29.81,29.8,2405.0,0.0,0.0,-0.59,-170.0,6.43,299205.41,-1760.0,10040450000.0,2023-10-12,14:37:49
