counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,12.97,12.97,BHL,0.0,12.97,12.98,12.97,100.0,1.15,8.87,4.65,21.5,2.12,10891.57,506.54,839750705.0,2019-03-13,14:42:45
2.0,85.0,85.0,FMBCH,80.0,0.0,85.0,85.0,473615.0,0.0,0.0,12.08,8.28,2.01,208951.25,25245.06,2458250000.0,2019-03-13,14:42:45
3.0,11.95,11.95,ICON,0.0,11.95,11.95,11.95,100.0,0.0,0.0,14.5,6.9,1.59,79826.0,11575.43,6680000000.0,2019-03-13,14:42:45
4.0,,,ILLOVO,170.0,200.0,200.0,200.0,0.0,0.0,0.0,11.53,8.67,2.34,142688.88,16449.0,713444391.0,2019-03-13,14:42:45
5.0,13.06,13.05,MPICO,13.06,0.0,13.06,13.05,76776.0,0.18,1.38,16.98,5.89,1.08,29989.52,5092.87,2298047460.0,2019-03-13,14:42:45
6.0,,,NBM,315.01,0.0,315.01,315.01,0.0,19.3,6.13,13.02,7.68,1.82,147088.17,19147.0,466931738.0,2019-03-13,14:42:45
7.0,9.99,9.99,NBS,0.0,9.99,9.99,9.99,100.0,,,-3.76,-26.62,2.32,29076.63,-1092.31,2910573356.0,2019-03-13,14:42:45
8.0,41.99,41.99,NICO,0.0,41.99,41.98,41.99,600.0,1.5,3.57,25.4,3.94,1.94,43797.3,11123.0,1043041096.0,2019-03-13,14:42:45
9.0,,,NITL,0.0,75.0,74.99,74.99,0.0,1.3,1.73,21.94,4.56,1.18,10123.65,2221.35,135000000.0,2019-03-13,14:42:45
10.0,,,OMU,2137.0,2513.22,2513.23,2513.23,0.0,0.0,0.0,9.65,10.36,1.54,14647.11,1413.28,5828003.0,2019-03-13,14:42:45
11.0,1200.0,1200.0,PCL,0.0,1200.0,1200.0,1200.0,420634.0,25.0,2.08,27.49,3.64,1.15,144306.98,39673.0,120255820.0,2019-03-13,14:42:45
12.0,670.0,670.0,STANDARD,570.0,670.0,670.0,670.0,100.0,10.65,1.59,7.74,12.93,2.18,157227.67,12162.0,234668162.0,2019-03-13,14:42:45
13.0,138.0,138.0,SUNBIRD,125.0,138.0,138.0,138.0,100.0,0.92,0.67,6.74,14.83,1.92,36098.4,2433.87,261582580.0,2019-03-13,14:42:45
14.0,25.5,25.05,TNM,25.05,25.5,25.05,25.05,39415.0,0.6,2.4,5.21,19.19,8.63,251513.27,13108.0,10040450000.0,2019-03-13,14:42:45
