counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,55.01,55.01,AIRTEL,55.01,59.99,55.01,55.01,46651.0,2.5,4.54,6.1,16.39,16.01,605110.0,36925.31,11000000000.0,2024-01-09,14:52:17
2.0,,,BHL,13.0,0.0,13.0,13.0,0.0,0.0,0.0,-1.24,-80.32,1.6,10916.76,-135.91,839750705.0,2024-01-09,14:52:17
3.0,66.98,66.97,FDHB,60.0,66.97,66.98,66.98,61087.0,2.19,3.27,4.96,20.16,11.05,462231.07,22931.78,6901031250.0,2024-01-09,14:52:17
4.0,350.0,350.0,FMBCH,350.01,0.0,315.21,350.0,78491.0,5.03,1.44,4.37,22.89,6.56,860387.5,37581.97,2458250000.0,2024-01-09,14:52:17
5.0,,,ICON,0.0,17.0,17.83,17.83,0.0,0.25,1.4,14.03,7.13,1.15,119104.4,16706.11,6680000000.0,2024-01-09,14:52:17
6.0,,,ILLOVO,1260.15,0.0,1260.16,1260.16,0.0,29.2,2.32,6.31,15.84,6.46,899054.08,56758.0,713444391.0,2024-01-09,14:52:17
7.0,14.97,14.86,MPICO,13.0,14.97,14.98,14.96,200000.0,0.36,2.41,16.66,6.0,0.66,34378.79,5726.44,2298047460.0,2024-01-09,14:52:17
8.0,,,NBM,2101.37,0.0,2101.37,2101.37,0.0,70.67,3.36,4.84,20.67,5.7,981196.35,47474.0,466931738.0,2024-01-09,14:52:17
9.0,114.98,114.97,NBS,100.0,114.97,114.99,114.97,63122.0,3.3,2.87,5.65,17.7,9.01,334628.62,18905.0,2910573356.0,2024-01-09,14:52:17
10.0,165.0,160.0,NICO,151.01,0.0,152.0,161.43,350000.0,6.0,3.72,11.83,8.45,2.57,168378.12,19925.0,1043041096.0,2024-01-09,14:52:17
11.0,,,NITL,411.0,0.0,411.0,411.0,0.0,3.15,0.77,12.6,7.93,2.31,55485.0,6993.54,135000000.0,2024-01-09,14:52:17
12.0,,,OMU,1500.0,0.0,1500.0,1500.0,0.0,43.73,2.92,5.97,16.75,1.83,19932.76,1190.04,13288508.0,2024-01-09,14:52:17
13.0,,,PCL,2300.0,2506.98,2506.99,2506.99,0.0,36.0,1.44,4.52,22.13,1.42,301480.14,13624.0,120255820.0,2024-01-09,14:52:17
14.0,,,STANDARD,3950.01,0.0,3950.02,3950.02,0.0,85.23,2.16,4.23,23.65,6.26,926943.93,39202.0,234668162.0,2024-01-09,14:52:17
15.0,,,SUNBIRD,191.07,0.0,191.07,191.07,0.0,2.0,1.05,6.1,16.38,1.63,49980.58,3050.5,261582580.0,2024-01-09,14:52:17
16.0,,,TNM,0.0,17.99,18.0,18.0,0.0,0.0,0.0,-0.97,-102.69,3.88,180728.1,-1760.0,10040450000.0,2024-01-09,14:52:17
