counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,,,AIRTEL,0.0,85.0,87.39,87.39,0.0,2.5,2.86,3.84,26.03,25.43,961290.0,36925.31,11000000000.0,2023-11-29,15:07:17
2.0,,,BHL,11.57,0.0,10.06,10.06,0.0,0.0,0.0,-1.61,-62.16,1.24,8447.89,-135.91,839750705.0,2023-11-29,15:07:17
3.0,67.94,67.94,FDHB,0.0,67.94,67.94,67.94,17059.0,2.19,3.22,4.89,20.45,11.2,468856.06,22931.78,6901031250.0,2023-11-29,15:07:17
4.0,,,FMBCH,300.0,0.0,300.0,300.0,0.0,5.03,1.68,5.1,19.62,5.62,737475.0,37581.97,2458250000.0,2023-11-29,15:07:17
5.0,,,ICON,0.0,17.93,17.93,17.93,0.0,0.25,1.39,13.95,7.17,1.16,119772.4,16706.11,6680000000.0,2023-11-29,15:07:17
6.0,1220.01,1220.01,ILLOVO,1220.01,1250.0,1220.01,1220.01,1250.0,21.0,1.72,3.06,32.69,8.62,870409.29,26630.0,713444391.0,2023-11-29,15:07:17
7.0,15.0,15.0,MPICO,15.0,0.0,15.0,15.0,10000000.0,0.36,2.4,16.61,6.02,0.66,34470.71,5726.44,2298047460.0,2023-11-29,15:07:17
8.0,2101.18,2101.18,NBM,0.0,2101.18,2101.18,2101.18,82673.0,70.67,3.36,4.84,20.67,5.7,981107.63,47474.0,466931738.0,2023-11-29,15:07:17
9.0,106.89,106.8,NBS,0.0,106.8,106.97,106.83,82542.0,3.3,3.09,6.08,16.45,8.38,310936.55,18905.0,2910573356.0,2023-11-29,15:07:17
10.0,150.0,150.0,NICO,0.0,150.0,150.0,150.0,489.0,6.0,4.0,12.74,7.85,2.39,156456.16,19925.0,1043041096.0,2023-11-29,15:07:17
11.0,,,NITL,0.0,410.0,410.0,410.0,0.0,3.15,0.77,12.64,7.91,2.3,55350.0,6993.54,135000000.0,2023-11-29,15:07:17
12.0,,,OMU,1500.0,0.0,1500.0,1500.0,0.0,43.73,2.92,5.88,17.01,1.86,20245.04,1190.04,13496693.0,2023-11-29,15:07:17
13.0,,,PCL,0.0,2507.0,2507.0,2507.0,0.0,36.0,1.44,4.52,22.13,1.42,301481.34,13624.0,120255820.0,2023-11-29,15:07:17
14.0,,,STANDARD,3100.02,3500.0,3100.02,3100.02,0.0,85.23,2.75,5.39,18.56,4.91,727476.0,39202.0,234668162.0,2023-11-29,15:07:17
15.0,,,SUNBIRD,191.06,0.0,191.06,191.06,0.0,2.0,1.05,6.1,16.38,1.63,49977.97,3050.5,261582580.0,2023-11-29,15:07:17
16.0,26.94,26.9,TNM,23.77,26.9,26.95,26.9,507304.0,0.0,0.0,-0.65,-153.46,5.81,270088.11,-1760.0,10040450000.0,2023-11-29,15:07:17
