counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,,,AIRTEL,68.01,0.0,68.01,68.01,0.0,2.95,4.34,4.32,23.14,22.45,748110.0,32334.93,11000000000.0,2023-03-14,14:51:37
2.0,,,BHL,,,10.96,10.96,0.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-03-14,14:51:37
3.0,34.92,34.91,FDHB,0.0,34.91,34.92,34.91,43120.0,1.05,3.01,4.84,20.66,7.63,240915.0,11658.84,6901031250.0,2023-03-14,14:51:37
4.0,,,FMBCH,0.0,166.99,166.99,166.99,0.0,1.68,1.01,5.32,18.79,4.32,410503.17,21841.25,2458250000.0,2023-03-14,14:51:37
5.0,11.9,11.9,ICON,0.0,11.9,11.91,11.9,415252.0,0.24,2.02,10.83,9.23,0.9,79492.0,8612.79,6680000000.0,2023-03-14,14:51:37
6.0,,,ILLOVO,670.01,0.0,670.01,670.01,0.0,21.0,3.13,5.57,17.95,4.74,478014.88,26630.0,713444391.0,2023-03-14,14:51:37
7.0,,,MPICO,0.0,20.58,20.58,20.58,0.0,0.31,1.51,9.95,10.05,1.0,47293.82,4705.66,2298047460.0,2023-03-14,14:51:37
8.0,,,NBM,1600.16,0.0,1600.15,1600.15,0.0,49.26,3.08,4.67,21.39,5.23,747160.82,34928.0,466931738.0,2023-03-14,14:51:37
9.0,,,NBS,50.0,0.0,46.67,46.67,0.0,1.35,2.89,5.66,17.66,5.87,135836.46,7692.37,2910573356.0,2023-03-14,14:51:37
10.0,,,NICO,103.5,0.0,119.0,119.0,0.0,3.25,2.73,7.84,12.75,2.57,124121.89,9736.0,1043041096.0,2023-03-14,14:51:37
11.0,,,NITL,200.0,225.0,200.0,200.0,0.0,2.85,1.43,17.3,5.78,1.55,27000.0,4670.89,135000000.0,2023-03-14,14:51:37
12.0,,,OMU,880.01,0.0,880.01,880.01,0.0,41.06,4.67,8.33,12.0,1.36,13404.65,1116.71,15232389.0,2023-03-14,14:51:37
13.0,,,PCL,0.0,2181.32,2181.32,2181.32,0.0,34.0,1.56,8.28,12.07,1.39,262316.43,21728.0,120255820.0,2023-03-14,14:51:37
14.0,,,STANDARD,2200.03,0.0,2200.37,2200.37,0.0,85.32,3.88,7.59,13.17,3.49,516356.78,39202.0,234668162.0,2023-03-14,14:51:37
15.0,,,SUNBIRD,120.0,0.0,120.0,120.0,0.0,0.0,0.0,2.39,41.89,1.13,31389.91,749.39,261582580.0,2023-03-14,14:51:37
16.0,,,TNM,14.04,0.0,14.05,14.05,0.0,0.43,3.06,6.87,14.56,2.86,141068.32,9690.0,10040450000.0,2023-03-14,14:51:37
