counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,139.99,139.99,AIRTEL,135.05,139.99,139.99,139.99,60889.0,2.0,1.43,2.77,36.04,47.95,1539890.0,42722.11,11000000000.0,2025-08-11,14:37:43
2.0,,,BHL,14.61,0.0,14.6,14.6,0.0,0.0,0.0,-1.6,-62.64,1.32,85822.52,-1370.11,5878254935.0,2025-08-11,14:37:43
3.0,689.99,689.97,FDHB,600.01,689.99,689.28,689.99,145846.0,4.73,0.69,1.56,64.29,48.88,4761642.55,74063.0,6901031250.0,2025-08-11,14:37:43
4.0,1400.07,1400.07,FMBCH,1400.07,0.0,1400.06,1400.07,257.0,3.64,0.26,3.44,29.1,10.46,3441722.08,118254.74,2458250000.0,2025-08-11,14:37:43
5.0,17.95,17.95,ICON,0.0,17.95,17.95,17.95,3266.0,0.29,1.62,20.37,4.91,0.82,119906.0,24424.49,6680000000.0,2025-08-11,14:37:43
6.0,1791.28,1791.26,ILLOVO,1791.27,1791.28,1791.28,1791.26,5412.0,5.0,0.28,1.77,56.47,8.59,1277964.4,22632.0,713444391.0,2025-08-11,14:37:43
7.0,,,MPICO,0.0,19.5,19.51,19.51,0.0,0.43,2.2,19.05,5.25,0.69,44834.91,8540.17,2298047460.0,2025-08-11,14:37:43
8.0,6506.04,6506.04,NBM,6506.04,0.0,6506.03,6506.04,105.0,126.35,1.94,3.37,29.7,11.32,3037876.56,102283.0,466931738.0,2025-08-11,14:37:43
9.0,810.0,714.76,NBS,810.0,0.0,714.76,807.93,97404.0,10.9,1.35,3.1,32.22,20.98,2351539.53,72991.0,2910573356.0,2025-08-11,14:37:43
10.0,,,NICO,995.15,0.0,995.13,995.13,0.0,20.0,2.01,6.94,14.41,6.67,1037961.49,72009.0,1043041096.0,2025-08-11,14:37:43
11.0,,,NITL,1050.01,0.0,1050.0,1050.0,0.0,11.1,1.06,20.99,4.76,1.92,141750.0,29759.48,135000000.0,2025-08-11,14:37:43
12.0,,,OMU,2500.06,0.0,2500.06,2500.06,0.0,82.64,3.31,6.13,16.33,2.17,42375.51,2595.65,16949798.0,2025-08-11,14:37:43
13.0,5800.0,5800.0,PCL,5100.02,5800.0,5100.02,5800.0,1309.0,11.25,0.19,9.27,10.78,2.0,697483.76,64673.0,120255820.0,2025-08-11,14:37:43
14.0,,,STANDARD,3722.71,0.0,3722.66,3722.66,0.0,161.93,4.35,1.98,50.58,16.81,4367948.9,86365.0,1173340810.0,2025-08-11,14:37:43
15.0,,,SUNBIRD,460.0,0.0,460.01,460.01,0.0,13.0,2.83,8.83,11.33,1.72,120330.6,10624.63,261582580.0,2025-08-11,14:37:43
16.0,39.5,39.49,TNM,33.58,39.49,39.5,39.5,12887.0,0.0,0.0,2.21,45.32,8.79,455877.41,10060.0,11541200375.0,2025-08-11,14:37:43
