counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,12.95,12.95,BHL,0.0,0.0,12.95,12.95,75905.0,0.16,1.24,3.23,30.92,1.74,10874.77,351.76,839750705.0,2019-09-11,15:04:09
2.0,,,FMBCH,0.0,80.0,80.0,80.0,0.0,0.0,0.0,6.13,16.31,3.39,196660.0,12053.97,2458250000.0,2019-09-11,15:04:09
3.0,,,ICON,0.0,10.0,10.0,10.0,0.0,0.0,0.0,1.86,53.8,0.99,66800.0,1241.63,6680000000.0,2019-09-11,15:04:09
4.0,,,ILLOVO,0.0,210.0,210.0,210.0,0.0,0.0,0.0,10.98,9.11,2.46,149823.32,16449.0,713444391.0,2019-09-11,15:04:09
5.0,19.5,19.5,MPICO,19.5,22.4,19.5,19.5,45000.0,0.23,1.18,11.32,8.84,1.32,44811.93,5071.83,2298047460.0,2019-09-11,15:04:09
6.0,,,NBM,370.06,0.0,370.06,370.06,0.0,16.06,4.34,9.19,10.88,1.96,172792.76,15881.0,466931738.0,2019-09-11,15:04:09
7.0,11.21,11.21,NBS,11.21,12.8,11.21,11.21,5300.0,0.0,0.0,5.21,19.2,2.83,32627.53,1699.14,2910573356.0,2019-09-11,15:04:09
8.0,48.5,48.5,NICO,0.0,48.5,48.5,48.5,2332.0,1.7,3.51,12.87,7.77,1.96,50587.49,6510.0,1043041096.0,2019-09-11,15:04:09
9.0,75.0,75.0,NITL,0.0,75.0,75.01,75.0,1035.0,1.0,1.33,14.05,7.12,1.02,10125.0,1422.11,135000000.0,2019-09-11,15:04:09
10.0,,,OMU,0.0,2500.0,2500.0,2500.0,0.0,104.95,4.2,14.0,7.14,3.35,29736.3,4162.56,11894520.0,2019-09-11,15:04:09
11.0,,,PCL,1190.0,1400.0,1400.0,1400.0,0.0,26.0,1.86,10.91,9.16,1.12,168358.15,18373.0,120255820.0,2019-09-11,15:04:09
12.0,,,STANDARD,,,650.0,650.0,0.0,24.29,3.74,6.94,14.41,1.97,152534.31,10582.0,234668162.0,2019-09-11,15:04:09
13.0,,,SUNBIRD,0.0,138.0,138.0,138.0,0.0,1.0,0.72,7.1,14.09,1.72,36098.4,2561.57,261582580.0,2019-09-11,15:04:09
14.0,,,TNM,0.0,26.01,26.01,26.01,0.0,0.75,2.88,6.38,15.67,6.81,261152.1,16666.0,10040450000.0,2019-09-11,15:04:09
