counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
1.0,,,AIRTEL,70.0,0.0,68.03,68.03,0.0,2.95,4.34,4.32,23.14,22.45,748330.0,32334.93,11000000000.0,2023-03-23,14:37:12
2.0,,,BHL,,,10.96,10.96,0.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-03-23,14:37:12
3.0,38.5,38.49,FDHB,34.9,38.5,38.5,38.5,2384677.0,2.19,5.69,8.63,11.59,6.35,265689.7,22931.78,6901031250.0,2023-03-23,14:37:12
4.0,,,FMBCH,0.0,166.99,166.99,166.99,0.0,1.68,1.01,5.32,18.79,4.32,410503.17,21841.25,2458250000.0,2023-03-23,14:37:12
5.0,,,ICON,0.0,11.9,11.9,11.9,0.0,0.24,2.02,10.83,9.23,0.9,79492.0,8612.79,6680000000.0,2023-03-23,14:37:12
6.0,,,ILLOVO,740.01,0.0,700.0,700.0,0.0,21.0,3.0,5.33,18.75,4.95,499411.07,26630.0,713444391.0,2023-03-23,14:37:12
7.0,,,MPICO,0.0,20.58,20.58,20.58,0.0,0.31,1.51,9.95,10.05,1.0,47293.82,4705.66,2298047460.0,2023-03-23,14:37:12
8.0,1600.17,1600.17,NBM,1600.16,0.0,1600.16,1600.17,1500.0,49.26,3.08,4.67,21.39,5.23,747170.16,34928.0,466931738.0,2023-03-23,14:37:12
9.0,56.5,56.0,NBS,50.0,56.5,50.0,56.21,307985.0,1.35,2.4,4.7,21.27,7.07,163603.33,7692.37,2910573356.0,2023-03-23,14:37:12
10.0,,,NICO,119.0,135.85,135.85,135.85,0.0,3.25,2.39,6.87,14.55,2.94,141697.13,9736.0,1043041096.0,2023-03-23,14:37:12
11.0,,,NITL,0.0,225.0,200.0,200.0,0.0,2.85,1.43,17.3,5.78,1.55,27000.0,4670.89,135000000.0,2023-03-23,14:37:12
12.0,,,OMU,880.02,0.0,880.02,880.02,0.0,43.73,4.97,9.71,10.29,1.13,13404.81,1302.14,15232389.0,2023-03-23,14:37:12
13.0,2181.32,2181.32,PCL,0.0,2181.32,2181.32,2181.32,906.0,34.0,1.56,8.28,12.07,1.39,262316.43,21728.0,120255820.0,2023-03-23,14:37:12
14.0,,,STANDARD,2200.4,0.0,2200.39,2200.39,0.0,85.32,3.88,7.59,13.17,3.49,516361.48,39202.0,234668162.0,2023-03-23,14:37:12
15.0,,,SUNBIRD,120.0,0.0,120.0,120.0,0.0,0.0,0.0,2.39,41.89,1.13,31389.91,749.39,261582580.0,2023-03-23,14:37:12
16.0,14.17,14.17,TNM,14.17,0.0,14.15,14.17,6600.0,0.43,3.03,6.81,14.68,2.89,142273.18,9690.0,10040450000.0,2023-03-23,14:37:12
